web-scraper-order,web-scraper-start-url,link,link-href,prix,div,equip
"1679589486-38","https://www.avito.ma/fr/agadir/appartements-%C3%A0_vendre?o=38&price_min=0","Camera Icon2220,000 DHvente appertmntAppartementsTimeFill Iconil y a 1 anMapPinFill IconAgadir, Taddart Anza","https://www.avito.ma/fr/taddart_anza/appartements/vente_appertmnt_48302693.htm","220 000 DH","[{""div"":""Type""},{""div"":""Appartements, à vendre""},{""div"":""Secteur""},{""div"":""Taddart Anza""},{""div"":""Surface habitable""},{""div"":""60""},{""div"":""Étage""},{""div"":""2""}]","[{""equip"":""Balcon""}]"
"1679589489-39","https://www.avito.ma/fr/agadir/appartements-%C3%A0_vendre?o=38&price_min=0","Camera Icon5450,000 DHAppartement en Vente à AgadirAppartementsTimeFill Iconil y a 1 anMapPinFill IconAgadir, Ben Serguaou","https://www.avito.ma/fr/ben_serguaou/appartements/Appartement_en_Vente_%C3%A0_Agadir_48493084.htm","450 000 DH","[{""div"":""Type""},{""div"":""Appartements, à vendre""},{""div"":""Secteur""},{""div"":""Ben Serguaou""},{""div"":""Surface habitable""},{""div"":""61""},{""div"":""Frais de syndic / mois""},{""div"":""120""},{""div"":""Âge du bien""},{""div"":""Neuf""},{""div"":""Étage""},{""div"":""5""},{""div"":""Salons""},{""div"":""1""}]","[{""equip"":""Concierge""},{""equip"":""Balcon""},{""equip"":""Sécurité""},{""equip"":""Ascenseur""},{""equip"":""Meublé""},{""equip"":""Terrasse""},{""equip"":""Parking""},{""equip"":""Cuisine équipée""}]"
"1679589491-40","https://www.avito.ma/fr/agadir/appartements-%C3%A0_vendre?o=38&price_min=0","Camera Icon31,024,000 DHPlateau Bureau 64mc à vendre Haute finition AppartementsTimeFill Iconil y a 1 anMapPinFill IconAgadir, Sonaba","https://www.avito.ma/fr/sonaba/appartements/Plateau_Bureau_64mc_%C3%A0_vendre_Haute_finition__48216325.htm","1 024 000 DH","[{""div"":""Type""},{""div"":""Appartements, à vendre""},{""div"":""Secteur""},{""div"":""Sonaba""},{""div"":""Frais de syndic / mois""},{""div"":""200""},{""div"":""Salons""},{""div"":""0""},{""div"":""Étage""},{""div"":""4""},{""div"":""Âge du bien""},{""div"":""1-5 ans""}]","[{""equip"":""Sécurité""},{""equip"":""Parking""},{""equip"":""Ascenseur""},{""equip"":""Chauffage""},{""equip"":""Concierge""},{""equip"":""Climatisation""}]"
"1679589497-41","https://www.avito.ma/fr/agadir/appartements-%C3%A0_vendre?o=37&price_min=0","Camera Icon83,700,000 DHAppartement en Vente à AgadirAppartementsTimeFill Iconil y a 1 anMapPinFill IconAgadir, Marina","https://www.avito.ma/fr/marina/appartements/Appartement_en_Vente_%C3%A0_Agadir_47848974.htm","3 700 000 DH","[{""div"":""Type""},{""div"":""Appartements, à vendre""},{""div"":""Secteur""},{""div"":""Marina""},{""div"":""Étage""},{""div"":""3""},{""div"":""Salons""},{""div"":""2""},{""div"":""Surface habitable""},{""div"":""110""}]","[{""equip"":""Cuisine équipée""},{""equip"":""Sécurité""},{""equip"":""Concierge""},{""equip"":""Terrasse""},{""equip"":""Climatisation""},{""equip"":""Meublé""},{""equip"":""Parking""},{""equip"":""Balcon""},{""equip"":""Ascenseur""}]"
"1679589499-42","https://www.avito.ma/fr/agadir/appartements-%C3%A0_vendre?o=37&price_min=0","Camera Icon81,350,000 DHAppartement en Vente à AgadirAppartementsTimeFill Iconil y a 1 anMapPinFill IconAgadir, Hay Mohammadi","https://www.avito.ma/fr/hay_mohammadi/appartements/Appartement_en_Vente_%C3%A0_Agadir_48748042.htm","1 350 000 DH","[{""div"":""Type""},{""div"":""Appartements, à vendre""},{""div"":""Secteur""},{""div"":""Hay Mohammadi""},{""div"":""Salons""},{""div"":""2""},{""div"":""Surface habitable""},{""div"":""112""},{""div"":""Frais de syndic / mois""},{""div"":""300""},{""div"":""Étage""},{""div"":""3""},{""div"":""Âge du bien""},{""div"":""1-5 ans""}]","[{""equip"":""Sécurité""},{""equip"":""Ascenseur""},{""equip"":""Climatisation""},{""equip"":""Parking""},{""equip"":""Terrasse""},{""equip"":""Cuisine équipée""}]"
"1679589502-43","https://www.avito.ma/fr/agadir/appartements-%C3%A0_vendre?o=37&price_min=0","360,000 DHAppartement AppartementsTimeFill Iconil y a 1 anMapPinFill IconAgadir, Cité Adrar","https://www.avito.ma/fr/cite_adrar/appartements/Appartement__48824892.htm","360 000 DH","[{""div"":""Type""},{""div"":""Appartements, à vendre""},{""div"":""Secteur""},{""div"":""Cité Adrar""},{""div"":""Étage""},{""div"":""3""}]","[]"
"1679589505-44","https://www.avito.ma/fr/agadir/appartements-%C3%A0_vendre?o=37&price_min=0","Camera Icon8600,000 DHAppartement en Vente à AgadirAppartementsTimeFill Iconil y a 1 anMapPinFill IconAgadir, Amsernate","https://www.avito.ma/fr/amsernate/appartements/Appartement_en_Vente_%C3%A0_Agadir_48866745.htm","600 000 DH","[{""div"":""Type""},{""div"":""Appartements, à vendre""},{""div"":""Secteur""},{""div"":""Amsernate""},{""div"":""Salons""},{""div"":""1""},{""div"":""Étage""},{""div"":""1""},{""div"":""Surface habitable""},{""div"":""55""}]","[{""equip"":""Concierge""},{""equip"":""Cuisine équipée""},{""equip"":""Terrasse""},{""equip"":""Ascenseur""},{""equip"":""Meublé""}]"
"1679589507-45","https://www.avito.ma/fr/agadir/appartements-%C3%A0_vendre?o=37&price_min=0","Camera Icon1340,000 DHAppartementAppartementsTimeFill Iconil y a 1 anMapPinFill IconAgadir, Autre secteur","https://www.avito.ma/fr/autre_secteur/appartements/Appartement_48891041.htm","340 000 DH","[{""div"":""Type""},{""div"":""Appartements, à vendre""},{""div"":""Secteur""},{""div"":""Autre secteur""},{""div"":""Étage""},{""div"":""3""},{""div"":""Salons""},{""div"":""1""},{""div"":""Âge du bien""},{""div"":""Neuf""}]","[]"
"1679589509-46","https://www.avito.ma/fr/agadir/appartements-%C3%A0_vendre?o=37&price_min=0","Camera Icon8998,000 DHAppartement en Vente à AgadirAppartementsTimeFill Iconil y a 1 anMapPinFill IconAgadir, Centre Ville","https://www.avito.ma/fr/centre_ville/appartements/Appartement_en_Vente_%C3%A0_Agadir_48922910.htm","998 000 DH","[{""div"":""Type""},{""div"":""Appartements, à vendre""},{""div"":""Secteur""},{""div"":""Centre Ville""},{""div"":""Salons""},{""div"":""1""},{""div"":""Surface habitable""},{""div"":""67""},{""div"":""Âge du bien""},{""div"":""11-20 ans""},{""div"":""Étage""},{""div"":""5""}]","[{""equip"":""Cuisine équipée""},{""equip"":""Sécurité""},{""equip"":""Ascenseur""}]"
"1679589511-47","https://www.avito.ma/fr/agadir/appartements-%C3%A0_vendre?o=37&price_min=0","Camera Icon87,100,000 DHimmeuble en vente à hay mohammadi Agadir AppartementsTimeFill Iconil y a 1 anMapPinFill IconAgadir, Hay Mohammadi","https://www.avito.ma/fr/hay_mohammadi/appartements/immeuble_en_vente_%C3%A0_hay_mohammadi_Agadir__48909582.htm","7 100 000 DH","[{""div"":""Type""},{""div"":""Appartements, à vendre""},{""div"":""Secteur""},{""div"":""Hay Mohammadi""},{""div"":""Étage""},{""div"":""3""}]","[{""equip"":""Ascenseur""},{""equip"":""Duplex""},{""equip"":""Sécurité""}]"
"1679589513-48","https://www.avito.ma/fr/agadir/appartements-%C3%A0_vendre?o=37&price_min=0","Camera Icon2595,000 DHAppartement ensoleillé شقة مشمشة جاهزةAppartementsTimeFill Iconil y a 1 anMapPinFill IconAgadir, Extension Dakhla","https://www.avito.ma/fr/extension_dakhla/appartements/Appartement_ensoleill%C3%A9_%D8%B4%D9%82%D8%A9_%D9%85%D8%B4%D9%85%D8%B4%D8%A9_%D8%AC%D8%A7%D9%87%D8%B2%D8%A9_49094754.htm","595 000 DH","[{""div"":""Type""},{""div"":""Appartements, à vendre""},{""div"":""Secteur""},{""div"":""Extension Dakhla""},{""div"":""Étage""},{""div"":""3""},{""div"":""Salons""},{""div"":""1""},{""div"":""Frais de syndic / mois""},{""div"":""100""},{""div"":""Surface habitable""},{""div"":""71""}]","[]"
"1679589516-49","https://www.avito.ma/fr/agadir/appartements-%C3%A0_vendre?o=37&price_min=0","Camera Icon83,700,000 DHAppartement en Vente à MarinaAppartementsTimeFill Iconil y a 1 anMapPinFill IconAgadir, Marina","https://www.avito.ma/fr/marina/appartements/Appartement_en_Vente_%C3%A0_Marina_48977711.htm","3 700 000 DH","[{""div"":""Type""},{""div"":""Appartements, à vendre""},{""div"":""Secteur""},{""div"":""Marina""}]","[{""equip"":""Sécurité""},{""equip"":""Climatisation""},{""equip"":""Terrasse""},{""equip"":""Cuisine équipée""},{""equip"":""Parking""},{""equip"":""Ascenseur""},{""equip"":""Concierge""},{""equip"":""Meublé""}]"
"1679589518-50","https://www.avito.ma/fr/agadir/appartements-%C3%A0_vendre?o=37&price_min=0","Camera Icon54,000,000 DHAppartement en Vente à Hivernage  AppartementsTimeFill Iconil y a 1 anMapPinFill IconAgadir, Sonaba","https://www.avito.ma/fr/sonaba/appartements/Appartement_en_Vente_%C3%A0_Hivernage___49002465.htm","4 000 000 DH","[{""div"":""Type""},{""div"":""Appartements, à vendre""},{""div"":""Secteur""},{""div"":""Sonaba""}]","[{""equip"":""Climatisation""},{""equip"":""Concierge""},{""equip"":""Sécurité""},{""equip"":""Meublé""},{""equip"":""Terrasse""},{""equip"":""Ascenseur""},{""equip"":""Cuisine équipée""},{""equip"":""Balcon""}]"
"1679589520-51","https://www.avito.ma/fr/agadir/appartements-%C3%A0_vendre?o=37&price_min=0","Camera Icon1750,000 DHappartement tillila AppartementsTimeFill Iconil y a 1 anMapPinFill IconAgadir, Tilila","https://www.avito.ma/fr/tilila/appartements/appartement_tillila__49156101.htm","750 000 DH","[{""div"":""Type""},{""div"":""Appartements, à vendre""},{""div"":""Secteur""},{""div"":""Tilila""},{""div"":""Surface habitable""},{""div"":""74""},{""div"":""Salons""},{""div"":""1""},{""div"":""Étage""},{""div"":""1""},{""div"":""Âge du bien""},{""div"":""6-10 ans""},{""div"":""Frais de syndic / mois""},{""div"":""100""}]","[{""equip"":""Balcon""},{""equip"":""Parking""},{""equip"":""Concierge""},{""equip"":""Sécurité""},{""equip"":""Terrasse""}]"
"1679589523-52","https://www.avito.ma/fr/agadir/appartements-%C3%A0_vendre?o=37&price_min=0","Camera Icon8230,000 DHAppartement en Vente à AgadirAppartementsTimeFill Iconil y a 1 anMapPinFill IconAgadir, Haut Anza","https://www.avito.ma/fr/haut_anza/appartements/Appartement_en_Vente_%C3%A0_Agadir_49161303.htm","230 000 DH","[{""div"":""Type""},{""div"":""Appartements, à vendre""},{""div"":""Secteur""},{""div"":""Haut Anza""},{""div"":""Salons""},{""div"":""1""},{""div"":""Âge du bien""},{""div"":""6-10 ans""},{""div"":""Surface habitable""},{""div"":""48""},{""div"":""Étage""},{""div"":""1""}]","[{""equip"":""Sécurité""},{""equip"":""Parking""}]"
"1679589525-53","https://www.avito.ma/fr/agadir/appartements-%C3%A0_vendre?o=37&price_min=0","Camera Icon1350,000 DHAppartementAppartementsTimeFill Iconil y a 1 anMapPinFill IconAgadir, Agadir Oufella","https://www.avito.ma/fr/agadir_oufella/appartements/Appartement_49167897.htm","350 000 DH","[{""div"":""Type""},{""div"":""Appartements, à vendre""},{""div"":""Secteur""},{""div"":""Agadir Oufella""},{""div"":""Surface habitable""},{""div"":""57""},{""div"":""Âge du bien""},{""div"":""Neuf""}]","[]"
"1679589528-54","https://www.avito.ma/fr/agadir/appartements-%C3%A0_vendre?o=37&price_min=0","250,000 DHappartement avendre AppartementsTimeFill Iconil y a 1 anMapPinFill IconAgadir, Anza","https://www.avito.ma/fr/anza/appartements/appartement_avendre__49208406.htm","250 000 DH","[{""div"":""Type""},{""div"":""Appartements, à vendre""},{""div"":""Secteur""},{""div"":""Anza""},{""div"":""Étage""},{""div"":""2""},{""div"":""Frais de syndic / mois""},{""div"":""100""},{""div"":""Âge du bien""},{""div"":""Neuf""},{""div"":""Salons""},{""div"":""1""},{""div"":""Surface habitable""},{""div"":""59""}]","[{""equip"":""Concierge""},{""equip"":""Terrasse""},{""equip"":""Balcon""},{""equip"":""Parking""},{""equip"":""Sécurité""},{""equip"":""Ascenseur""}]"
"1679589530-55","https://www.avito.ma/fr/agadir/appartements-%C3%A0_vendre?o=37&price_min=0","Camera Icon8490,000 DHAppartement en Vente à AgadirAppartementsTimeFill Iconil y a 1 anMapPinFill IconAgadir, Hay Salam","https://www.avito.ma/fr/hay_salam/appartements/Appartement_en_Vente_%C3%A0_Agadir_49250031.htm","490 000 DH","[{""div"":""Type""},{""div"":""Appartements, à vendre""},{""div"":""Secteur""},{""div"":""Hay Salam""},{""div"":""Salons""},{""div"":""1""}]","[]"
"1679589532-56","https://www.avito.ma/fr/agadir/appartements-%C3%A0_vendre?o=37&price_min=0","Camera Icon72,300,000 DHAppartement Agadirbay130m2AppartementsTimeFill Iconil y a 1 anMapPinFill IconAgadir, Founty","https://www.avito.ma/fr/founty/appartements/Appartement_Agadirbay130m2_48590804.htm","2 300 000 DH","[{""div"":""Type""},{""div"":""Appartements, à vendre""},{""div"":""Secteur""},{""div"":""Founty""}]","[]"
"1679589534-57","https://www.avito.ma/fr/agadir/appartements-%C3%A0_vendre?o=37&price_min=0","Camera Icon82,400,000 DHAppartement en Vente à AgadirAppartementsTimeFill Iconil y a 1 anMapPinFill IconAgadir, Hay Mohammadi","https://www.avito.ma/fr/hay_mohammadi/appartements/Appartement_en_Vente_%C3%A0_Agadir_48969611.htm","2 400 000 DH","[{""div"":""Type""},{""div"":""Appartements, à vendre""},{""div"":""Secteur""},{""div"":""Hay Mohammadi""}]","[{""equip"":""Sécurité""},{""equip"":""Ascenseur""},{""equip"":""Climatisation""},{""equip"":""Concierge""},{""equip"":""Meublé""},{""equip"":""Cuisine équipée""},{""equip"":""Terrasse""},{""equip"":""Balcon""}]"
"1679589537-58","https://www.avito.ma/fr/agadir/appartements-%C3%A0_vendre?o=37&price_min=0","Camera Icon85,300,000 DHAppartement en Vente à fountyAppartementsTimeFill Iconil y a 1 anMapPinFill IconAgadir, Founty","https://www.avito.ma/fr/founty/appartements/Appartement_en_Vente_%C3%A0_founty_49177179.htm","5 300 000 DH","[{""div"":""Type""},{""div"":""Appartements, à vendre""},{""div"":""Secteur""},{""div"":""Founty""}]","[{""equip"":""Cuisine équipée""},{""equip"":""Concierge""},{""equip"":""Ascenseur""},{""equip"":""Sécurité""},{""equip"":""Terrasse""},{""equip"":""Climatisation""}]"
"1679589539-59","https://www.avito.ma/fr/agadir/appartements-%C3%A0_vendre?o=37&price_min=0","Camera Icon8850,000 DHjolie appartement à Islane hay Mohammadi AgadirAppartementsTimeFill Iconil y a 1 anMapPinFill IconAgadir, Hay Mohammadi","https://www.avito.ma/fr/hay_mohammadi/appartements/jolie_appartement_%C3%A0_Islane_hay_Mohammadi_Agadir_49359921.htm","850 000 DH","[{""div"":""Type""},{""div"":""Appartements, à vendre""},{""div"":""Secteur""},{""div"":""Hay Mohammadi""},{""div"":""Étage""},{""div"":""5""},{""div"":""Salons""},{""div"":""2""}]","[{""equip"":""Balcon""},{""equip"":""Terrasse""},{""equip"":""Ascenseur""},{""equip"":""Sécurité""},{""equip"":""Meublé""},{""equip"":""Cuisine équipée""},{""equip"":""Parking""},{""equip"":""Concierge""}]"
"1679589541-60","https://www.avito.ma/fr/agadir/appartements-%C3%A0_vendre?o=37&price_min=0","Camera Icon8460,000 DHUn appartement à vendre bien situé AppartementsTimeFill Iconil y a 1 anMapPinFill IconAgadir, Hay Salam","https://www.avito.ma/fr/hay_salam/appartements/Un_appartement_%C3%A0_vendre_bien_situ%C3%A9__48654440.htm","460 000 DH","[{""div"":""Type""},{""div"":""Appartements, à vendre""},{""div"":""Secteur""},{""div"":""Hay Salam""},{""div"":""Étage""},{""div"":""1""}]","[]"
"1679589543-61","https://www.avito.ma/fr/agadir/appartements-%C3%A0_vendre?o=37&price_min=0","Camera Icon8Prix non spécifiéAppartements élégants prêts à emménager à vendreAppartementsTimeFill Iconil y a 1 anMapPinFill IconAgadir, Zone Industrielle Agadir","https://www.avito.ma/fr/zone_industrielle_agadir/appartements/Appartements_%C3%A9l%C3%A9gants_pr%C3%AAts_%C3%A0_emm%C3%A9nager_%C3%A0_vendre_49392620.htm","Prix non spécifié","[{""div"":""Type""},{""div"":""Appartements, à vendre""},{""div"":""Secteur""},{""div"":""Zone Industrielle Agadir""},{""div"":""Étage""},{""div"":""3""}]","[]"
"1679589546-62","https://www.avito.ma/fr/agadir/appartements-%C3%A0_vendre?o=37&price_min=0","Camera Icon6600,000 DH80 m avendre hay salamAppartementsTimeFill Iconil y a 1 anMapPinFill IconAgadir, Hay Salam","https://www.avito.ma/fr/hay_salam/appartements/80_m_avendre_hay_salam_49414421.htm","600 000 DH","[{""div"":""Type""},{""div"":""Appartements, à vendre""},{""div"":""Secteur""},{""div"":""Hay Salam""},{""div"":""Étage""},{""div"":""Rez de chaussée""},{""div"":""Salons""},{""div"":""1""},{""div"":""Surface habitable""},{""div"":""85""}]","[]"
"1679589549-63","https://www.avito.ma/fr/agadir/appartements-%C3%A0_vendre?o=37&price_min=0","Camera Icon83,200,000 DHAppartement en Vente à MarinaAppartementsTimeFill Iconil y a 11 moisMapPinFill IconAgadir, Marina","https://www.avito.ma/fr/marina/appartements/Appartement_en_Vente_%C3%A0_Marina_48697083.htm","3 200 000 DH","[{""div"":""Type""},{""div"":""Appartements, à vendre""},{""div"":""Secteur""},{""div"":""Marina""}]","[{""equip"":""Climatisation""},{""equip"":""Cuisine équipée""},{""equip"":""Parking""},{""equip"":""Balcon""},{""equip"":""Sécurité""},{""equip"":""Ascenseur""}]"
"1679589552-64","https://www.avito.ma/fr/agadir/appartements-%C3%A0_vendre?o=37&price_min=0","Camera Icon8900,000 DHAppartement en Vente à hay dakhelaAppartementsTimeFill Iconil y a 11 moisMapPinFill IconAgadir, Hay Dakhla","https://www.avito.ma/fr/hay_dakhla/appartements/Appartement_en_Vente_%C3%A0_hay_dakhela_49290599.htm","900 000 DH","[{""div"":""Type""},{""div"":""Appartements, à vendre""},{""div"":""Secteur""},{""div"":""Hay Dakhla""}]","[{""equip"":""Concierge""},{""equip"":""Sécurité""}]"
"1679589554-65","https://www.avito.ma/fr/agadir/appartements-%C3%A0_vendre?o=37&price_min=0","Camera Icon1490,000 DHAppartement en Vente à AgadirAppartementsTimeFill Iconil y a 11 moisMapPinFill IconAgadir, Hay Al Farah","https://www.avito.ma/fr/hay_al_farah/appartements/Appartement_en_Vente_%C3%A0_Agadir_49462828.htm","490 000 DH","[{""div"":""Type""},{""div"":""Appartements, à vendre""},{""div"":""Secteur""},{""div"":""Hay Al Farah""},{""div"":""Salons""},{""div"":""1""},{""div"":""Étage""},{""div"":""3""},{""div"":""Surface habitable""},{""div"":""70""},{""div"":""Âge du bien""},{""div"":""1-5 ans""},{""div"":""Frais de syndic / mois""},{""div"":""80""}]","[{""equip"":""Parking""},{""equip"":""Sécurité""},{""equip"":""Balcon""}]"
"1679589556-66","https://www.avito.ma/fr/agadir/appartements-%C3%A0_vendre?o=37&price_min=0","Camera Icon4800,000 DHمرحبا منزل البيع دار 75 متر B تمن 800000AppartementsTimeFill Iconil y a 11 moisMapPinFill IconAgadir, Taddart Anza","https://www.avito.ma/fr/taddart_anza/appartements/%D9%85%D8%B1%D8%AD%D8%A8%D8%A7_%D9%85%D9%86%D8%B2%D9%84_%D8%A7%D9%84%D8%A8%D9%8A%D8%B9_%D8%AF%D8%A7%D8%B1_75_%D9%85%D8%AA%D8%B1_B_%D8%AA%D9%85%D9%86_800000_49466391.htm","800 000 DH","[{""div"":""Type""},{""div"":""Appartements, à vendre""},{""div"":""Secteur""},{""div"":""Taddart Anza""},{""div"":""Étage""},{""div"":""3""},{""div"":""Salons""},{""div"":""4""}]","[]"
"1679589559-67","https://www.avito.ma/fr/agadir/appartements-%C3%A0_vendre?o=37&price_min=0","Camera Icon83,200,000 DHAppartement en Vente à MarinaAppartementsTimeFill Iconil y a 11 moisMapPinFill IconAgadir, Marina","https://www.avito.ma/fr/marina/appartements/Appartement_en_Vente_%C3%A0_Marina_48579477.htm","3 200 000 DH","[{""div"":""Type""},{""div"":""Appartements, à vendre""},{""div"":""Secteur""},{""div"":""Marina""},{""div"":""Salons""},{""div"":""1""}]","[{""equip"":""Sécurité""},{""equip"":""Ascenseur""},{""equip"":""Meublé""},{""equip"":""Balcon""},{""equip"":""Parking""},{""equip"":""Climatisation""},{""equip"":""Cuisine équipée""},{""equip"":""Concierge""}]"
